variant,instance,run,seed,fitness,deterministic_makespan,final_robust_stdev,final_R,function_evaluations,raw_function_evaluations,runtime_s,generations
hpo_with_rl,2a_Hurink_sdata_38_workers.fjs,8,1007,4746.897775495219,2249.0,40.900110356764024,2.110670420406945,2187156,2295456,129600.61784005165,31088
hpo_with_rl,2a_Hurink_sdata_38_workers.fjs,9,1008,5097.338574619634,2398.0,59.49505461382303,2.125662458139964,319920,2605320,129601.25132775307,30350
hpo_with_rl,2a_Hurink_sdata_38_workers.fjs,10,1009,4981.2678364662115,2354.0,58.99856332470929,2.1160865915319507,501432,1359180,129602.0017273426,34954
hpo_with_rl,2a_Hurink_sdata_40_workers.fjs,1,1000,3653.9388365735235,1738.0,42.04103829455704,2.102381378926078,2212272,4512228,129601.45834183693,40926
hpo_with_rl,2a_Hurink_sdata_40_workers.fjs,2,1001,3450.325866580381,1625.0,38.82934979753603,2.1232774563571577,3166476,3972564,129602.1625649929,43669
hpo_with_rl,2a_Hurink_sdata_40_workers.fjs,3,1002,3716.948367852494,1753.0,45.96058657551463,2.1203356348274354,482124,4251984,129602.27283072472,42914
hpo_with_rl,2a_Hurink_sdata_40_workers.fjs,4,1003,3600.694038380912,1691.0,59.31667687417635,2.12932823085802,1467816,3858324,129601.04341316223,44852
hpo_with_rl,2a_Hurink_sdata_40_workers.fjs,5,1004,3648.453640572323,1720.0,53.077069114743004,2.121193977076932,2981604,4431168,129602.297072649,41685
hpo_with_rl,2a_Hurink_sdata_40_workers.fjs,6,1005,3472.5729762817996,1629.0,51.61846344338611,2.1317206729783913,322296,4451448,129600.46717524529,41752
hpo_with_rl,2a_Hurink_sdata_40_workers.fjs,7,1006,3608.8051716881164,1695.0,47.974613790580285,2.1290885968661453,514224,3853104,129600.86646318436,44264
hpo_with_rl,2a_Hurink_sdata_40_workers.fjs,8,1007,3507.2613697188563,1657.0,38.504906200192565,2.1166332949419773,414204,4999992,129601.94403243065,38463
